date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:40:08	74370/74370	---M--	200	added ('OK')	image/jpeg	etag:%225d233600-12282%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/faces/card-profile1-square.jpg	C:/Users/Omen/Desktop/template/demos.creative-tim.com/material-dashboard-pro/assets/img/faces/card-profile1-square.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/rtl.html)
13:40:11	725542/725542	---M--	200	added ('OK')	image/jpeg	etag:%225d233600-b1226%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/bg-pricing.jpg	C:/Users/Omen/Desktop/template/demos.creative-tim.com/material-dashboard-pro/assets/img/bg-pricing.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/pricing.html)
13:40:23	545914/545914	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-8547a%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/register.jpg	C:/Users/Omen/Desktop/template/demos.creative-tim.com/material-dashboard-pro/assets/img/register.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/register.html)
13:40:24	54633/54633	---M--	200	added ('OK')	image/jpeg	etag:%225d233600-d569%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/faces/marc.jpg	C:/Users/Omen/Desktop/template/demos.creative-tim.com/material-dashboard-pro/assets/img/faces/marc.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/user.html)
13:40:26	547677/547677	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-85b5d%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/login.jpg	C:/Users/Omen/Desktop/template/demos.creative-tim.com/material-dashboard-pro/assets/img/login.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/login.html)
13:40:26	1006309/1006309	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-f5ae5%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/lock.jpg	C:/Users/Omen/Desktop/template/demos.creative-tim.com/material-dashboard-pro/assets/img/lock.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/lock.html)
13:40:26	307193/307193	---M--	200	added ('OK')	image/jpeg	etag:%225d233600-4aff9%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/clint-mckoy.jpg	C:/Users/Omen/Desktop/template/demos.creative-tim.com/material-dashboard-pro/assets/img/clint-mckoy.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/error.html)
13:40:27	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225dcc12ae-4d7%22	https://demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/Omen/Desktop/template/demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/regular.html)
13:41:05	44534/44534	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-adf6%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/image_placeholder.jpg	C:/Users/Omen/Desktop/template/demos.creative-tim.com/material-dashboard-pro/assets/img/image_placeholder.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/extended.html)
13:41:05	18015/18015	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-465f%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/placeholder.jpg	C:/Users/Omen/Desktop/template/demos.creative-tim.com/material-dashboard-pro/assets/img/placeholder.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/extended.html)
13:41:06	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Nov%202019%2012:41:05%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/forms/true	C:/Users/Omen/Desktop/template/demos.creative-tim.com/material-dashboard-pro/examples/forms/true.56.delayed	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/validation.html)
